Net Asset Value,NAV date
20.0166,12-Feb-16
20.0332,15-Feb-16
20.0308,16-Feb-16
20.0138,17-Feb-16
20.0397,18-Feb-16
20.0333,19-Feb-16
20.0339,22-Feb-16
20.0419,23-Feb-16
20.0501,24-Feb-16
20.0343,25-Feb-16
20.0428,26-Feb-16
20.044,29-Feb-16
20.0756,01-Mar-16
20.0935,02-Mar-16
20.1313,03-Mar-16
20.1351,04-Mar-16
20.1548,08-Mar-16
20.1109,09-Mar-16
20.119,10-Mar-16
20.1267,11-Mar-16
20.1267,14-Mar-16
20.1215,15-Mar-16
20.1102,16-Mar-16
20.1552,17-Mar-16
20.1562,18-Mar-16
20.1554,21-Mar-16
20.1507,22-Mar-16
20.1487,23-Mar-16
20.1398,28-Mar-16
20.1475,29-Mar-16
20.1791,30-Mar-16
20.1961,31-Mar-16
20.1966,01-Apr-16
20.1993,04-Apr-16
20.2114,05-Apr-16
20.2187,06-Apr-16
20.2286,07-Apr-16
20.2229,08-Apr-16
20.2218,11-Apr-16
20.2251,12-Apr-16
20.2375,13-Apr-16
20.2674,18-Apr-16
20.2591,20-Apr-16
20.2723,21-Apr-16
20.2657,22-Apr-16
20.2773,25-Apr-16
20.2677,26-Apr-16
20.2678,27-Apr-16
20.2664,28-Apr-16
20.2672,29-Apr-16
20.2812,02-May-16
20.2896,03-May-16
20.2986,04-May-16
20.2843,05-May-16
20.2924,06-May-16
20.294,09-May-16
20.2976,10-May-16
20.3221,11-May-16
20.3185,12-May-16
20.3433,13-May-16
20.3288,16-May-16
20.3345,17-May-16
20.3401,18-May-16
20.3659,19-May-16
20.3449,20-May-16
20.3493,23-May-16
20.354,24-May-16
20.3467,25-May-16
20.3588,26-May-16
20.3626,27-May-16
20.3761,30-May-16
20.3659,31-May-16
20.3851,01-Jun-16
20.3707,02-Jun-16
20.3961,03-Jun-16
20.3867,06-Jun-16
20.3952,07-Jun-16
20.407,08-Jun-16
20.4204,09-Jun-16
20.4207,10-Jun-16
20.4255,13-Jun-16
20.4338,14-Jun-16
20.4327,15-Jun-16
20.4459,16-Jun-16
20.4588,17-Jun-16
20.4421,20-Jun-16
20.4561,21-Jun-16
20.4685,22-Jun-16
20.4634,23-Jun-16
20.4916,24-Jun-16
20.4786,27-Jun-16
20.4677,28-Jun-16
20.4939,29-Jun-16
20.4951,30-Jun-16
20.5136,01-Jul-16
20.5255,04-Jul-16
20.5149,05-Jul-16
20.5231,07-Jul-16
20.5397,08-Jul-16
20.5361,11-Jul-16
20.5493,12-Jul-16
20.5691,13-Jul-16
20.5451,14-Jul-16
20.5636,15-Jul-16
20.5707,18-Jul-16
20.5647,19-Jul-16
20.559,20-Jul-16
20.5845,21-Jul-16
20.5622,22-Jul-16
20.5861,25-Jul-16
20.5913,26-Jul-16
20.5831,27-Jul-16
20.5887,28-Jul-16
20.5946,29-Jul-16
20.5872,01-Aug-16
20.6185,02-Aug-16
20.6255,03-Aug-16
20.6095,04-Aug-16
20.6382,05-Aug-16
20.6285,08-Aug-16
20.6412,09-Aug-16
20.6418,10-Aug-16
20.6416,11-Aug-16
20.6682,12-Aug-16
20.6587,16-Aug-16
20.6718,17-Aug-16
